full_name,level,family,label,eco_codes,canonical_pgn
Four Knights Variation: Cobra Variation,2,Sicilian Defense,Cobra Variation,B33,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e6 6. Ndb5 Bc5
Four Knights Variation: Exchange Variation,2,Sicilian Defense,Exchange Variation,B45,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Nxc6
Franco-Sicilian Variation,1,Sicilian Defense,Franco-Sicilian Variation,B32,1. e4 c5 2. Nf3 Nc6 3. d4 e6
Frederico Variation,1,Sicilian Defense,Frederico Variation,B27,1. e4 c5 2. Nf3 g6 3. d4 f5
French Variation,1,Sicilian Defense,French Variation,B40,1. e4 c5 2. Nf3 e6
French Variation: Normal,2,Sicilian Defense,Normal,B40,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6
French Variation: Open,2,Sicilian Defense,Open,B40,1. e4 c5 2. Nf3 e6 3. d4 cxd4
French Variation: Westerinen Attack,2,Sicilian Defense,Westerinen Attack,B40,1. e4 c5 2. Nf3 e6 3. b3
Gaw-Paw Variation,1,Sicilian Defense,Gaw-Paw Variation,B40,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Qb6
Gloria Variation,1,Sicilian Defense,Gloria Variation,B20,1. e4 c5 2. c4 d6 3. Nc3 Nc6 4. g3 h5
Godiva Variation,1,Sicilian Defense,Godiva Variation,B32,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Qb6
Grand Prix Attack,1,Sicilian Defense,Grand Prix Attack,B23,1. e4 c5 2. Nc3 Nc6 3. f4
Grand Prix Attack: Schofman Variation,2,Sicilian Defense,Schofman Variation,B23,1. e4 c5 2. Nc3 Nc6 3. f4 g6 4. Nf3 Bg7 5. Bc4 e6 6. f5
Grob Variation,1,Sicilian Defense,Grob Variation,B20,1. e4 c5 2. g4
Halasz Gambit,1,Sicilian Defense,Halasz Gambit,B21,1. e4 c5 2. d4 cxd4 3. f4
Heidenfeld Variation,1,Sicilian Defense,Heidenfeld Variation,B22,1. e4 c5 2. c3 Nf6 3. e5 Nd5 4. Nf3 Nc6 5. Na3
Hyperaccelerated Dragon,1,Sicilian Defense,Hyperaccelerated Dragon,B27,1. e4 c5 2. Nf3 g6
Hyperaccelerated Fianchetto,1,Sicilian Defense,Hyperaccelerated Fianchetto,B27,1. e4 c5 2. Nf3 g6 3. d4
Hyperaccelerated Pterodactyl,1,Sicilian Defense,Hyperaccelerated Pterodactyl,B27,1. e4 c5 2. Nf3 g6 3. d4 Bg7
Hyperaccelerated Pterodactyl: Exchange Variation,2,Sicilian Defense,Exchange Variation,B27,1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. dxc5 Qa5+ 5. Nc3 Bxc3+ 6. bxc3 Qxc3+
Jalalabad Variation,1,Sicilian Defense,Jalalabad Variation,B27,1. e4 c5 2. Nf3 e5
Kalashnikov Variation,1,Sicilian Defense,Kalashnikov Variation,B32,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5 5. Nb5 d6
Kan Variation,1,Sicilian Defense,Kan Variation,B40|B41|B42|B43,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6
Kan Variation: Gipslis Variation,2,Sicilian Defense,Gipslis Variation,B42,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Nf6 6. O-O d6 7. c4 g6
Kan Variation: Knight Variation,2,Sicilian Defense,Knight Variation,B43,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3
Kan Variation: Maróczy Bind,2,Sicilian Defense,Maróczy Bind,B41,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4
Kan Variation: Maróczy Bind: Bronstein Variation,3,Sicilian Defense,Bronstein Variation,B41,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3 Bb4 7. Bd3 Nc6
Kan Variation: Maróczy Bind: Hedgehog Variation,3,Sicilian Defense,Hedgehog Variation,B41,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 g6
Kan Variation: Maróczy Bind: Réti Variation,3,Sicilian Defense,Réti Variation,B41,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4
Kan Variation: Modern Variation,2,Sicilian Defense,Modern Variation,B42,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3
Kan Variation: Polugaevsky Variation,2,Sicilian Defense,Polugaevsky Variation,B42,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Bc5
Kan Variation: Swiss Cheese Variation,2,Sicilian Defense,Swiss Cheese Variation,B42,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 g6
Kan Variation: Wing Attack,2,Sicilian Defense,Wing Attack,B40|B43,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5
Kan Variation: Wing Attack: Christiansen's Dream,3,Sicilian Defense,Christiansen's Dream,B43,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3 Qb6 7. Be3 Bc5 8. Qg4
Kan Variation: Wing Attack: Fianchetto Variation,3,Sicilian Defense,Fianchetto Variation,B40,1. e4 c5 2. Nf3 e6 3. Nc3 a6 4. g3 b5 5. d4 cxd4 6. Nxd4
Kan Variation: Wing Attack: Spraggett Attack,3,Sicilian Defense,Spraggett Attack,B43,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3 Qb6 7. Nf3
Katalimov Variation,1,Sicilian Defense,Katalimov Variation,B27,1. e4 c5 2. Nf3 b6
Keres Variation,1,Sicilian Defense,Keres Variation,B20,1. e4 c5 2. Ne2
King David's Opening,1,Sicilian Defense,King David's Opening,B20,1. e4 c5 2. Ke2
Kopec System,1,Sicilian Defense,Kopec System,B50,1. e4 c5 2. Nf3 d6 3. Bd3
Kotov Gambit,1,Sicilian Defense,Kotov Gambit,B50,1. e4 c5 2. Nf3 d6 3. g3 b5
Kramnik Variation,1,Sicilian Defense,Kramnik Variation,B40,1. e4 c5 2. Nf3 e6 3. c4
Kronberger Variation,1,Sicilian Defense,Kronberger Variation,B20,1. e4 c5 2. Na3
Kronberger Variation: Nemeth Gambit,2,Sicilian Defense,Nemeth Gambit,B20,1. e4 c5 2. Na3 Nc6 3. d4 cxd4 4. Bc4
Kupreichik Variation,1,Sicilian Defense,Kupreichik Variation,B56,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bd7
Kveinis Variation,1,Sicilian Defense,Kveinis Variation,B40,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Qb6
Lasker-Dunne Attack,1,Sicilian Defense,Lasker-Dunne Attack,B20,1. e4 c5 2. g3
Lasker-Pelikan Variation,1,Sicilian Defense,Lasker-Pelikan Variation,B33,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5
Lasker-Pelikan Variation: Bird Variation,2,Sicilian Defense,Bird Variation,B33,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 Be6
Lasker-Pelikan Variation: Exchange Variation,2,Sicilian Defense,Exchange Variation,B33,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Nxc6
Lasker-Pelikan Variation: Retreat Variation,2,Sicilian Defense,Retreat Variation,B33,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Nf3
Lasker-Pelikan Variation: Schlechter Variation,2,Sicilian Defense,Schlechter Variation,B33,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Nb3
Lasker-Pelikan Variation: Sveshnikov Variation,2,Sicilian Defense,Sveshnikov Variation,B33,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5
Lasker-Pelikan Variation: Sveshnikov Variation: Chelyabinsk Variation,3,Sicilian Defense,Chelyabinsk Variation,B33,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5 9. Nd5
Lasker-Pelikan Variation: Sveshnikov Variation: Novosibirsk Variation,3,Sicilian Defense,Novosibirsk Variation,B33,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5 9. Bxf6 gxf6 10. Nd5 Bg7
Lasker-Pelikan Variation: Sveshnikov Variation: Peresypkin's Sacrifice,3,Sicilian Defense,Peresypkin's Sacrifice,B33,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5 9. Bxf6 gxf6 10. Nd5 f5 11. Bxb5
Löwenthal Variation,1,Sicilian Defense,Löwenthal Variation,B32,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5
Magnus Smith Trap,1,Sicilian Defense,Magnus Smith Trap,B57,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bc4 g6 7. Nxc6 bxc6 8. e5
Marshall Counterattack,1,Sicilian Defense,Marshall Counterattack,B40,1. e4 c5 2. Nf3 e6 3. d4 d5
McDonnell Attack,1,Sicilian Defense,McDonnell Attack,B21,1. e4 c5 2. f4
McDonnell Attack: Tal Gambit,2,Sicilian Defense,Tal Gambit,B21,1. e4 c5 2. f4 d5 3. exd5 Nf6
Mengarini Variation,1,Sicilian Defense,Mengarini Variation,B20,1. e4 c5 2. a3
Modern Variations,1,Sicilian Defense,Modern Variations,B50|B54,1. e4 c5 2. Nf3 d6
Modern Variations: Anti-Qxd4 Move Order,2,Sicilian Defense,Anti-Qxd4 Move Order,B50,1. e4 c5 2. Nf3 d6 3. d4 Nf6
Modern Variations: Anti-Qxd4 Move Order Accepted,2,Sicilian Defense,Anti-Qxd4 Move Order Accepted,B50,1. e4 c5 2. Nf3 d6 3. d4 Nf6 4. dxc5 Nxe4
Modern Variations: Ginsberg Gambit,2,Sicilian Defense,Ginsberg Gambit,B54,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Bc4
Modern Variations: Main Line,2,Sicilian Defense,Main Line,B54,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6
Modern Variations: Tartakower,2,Sicilian Defense,Tartakower,B50,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. c3
Mongoose Variation,1,Sicilian Defense,Mongoose Variation,B27,1. e4 c5 2. Nf3 Qa5
Morphy Gambit,1,Sicilian Defense,Morphy Gambit,B21,1. e4 c5 2. d4 cxd4 3. Nf3
Morphy Gambit: Andreaschek Gambit,2,Sicilian Defense,Andreaschek Gambit,B21,1. e4 c5 2. d4 cxd4 3. Nf3 e5 4. c3
Moscow Variation,1,Sicilian Defense,Moscow Variation,B51|B52,1. e4 c5 2. Nf3 d6 3. Bb5+
Moscow Variation: Dorfman Gambit,2,Sicilian Defense,Dorfman Gambit,B51,1. e4 c5 2. Nf3 d6 3. Bb5+ Nc6 4. O-O Bd7 5. Qe2 g6 6. e5
Moscow Variation: Haag Gambit,2,Sicilian Defense,Haag Gambit,B52,1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. O-O Nc6 6. c3 Nf6 7. d4
Moscow Variation: Main Line,2,Sicilian Defense,Main Line,B52,1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7
Moscow Variation: Moscow Gambit,2,Sicilian Defense,Moscow Gambit,B51,1. e4 c5 2. Nf3 d6 3. Bb5+ Nc6 4. O-O Bd7 5. c3 Nf6 6. Re1 a6 7. Bxc6 Bxc6 8. d4 Bxe4 9. Bg5
Moscow Variation: Sokolsky Variation,2,Sicilian Defense,Sokolsky Variation,B52,1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. c4
Myers Attack,1,Sicilian Defense,Myers Attack,B20,1. e4 c5 2. a4
Myers Attack: with a4,2,Sicilian Defense,with a4,B20,1. e4 c5 2. a4
Myers Attack: with h4,2,Sicilian Defense,with h4,B20,1. e4 c5 2. h4
Najdorf Variation,1,Sicilian Defense,Najdorf Variation,B84|B90|B91|B92|B93|B94|B95|B96|B97|B98|B99,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6
Najdorf Variation: Adams Attack,2,Sicilian Defense,Adams Attack,B90,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. h3
Najdorf Variation: Amsterdam Variation,2,Sicilian Defense,Amsterdam Variation,B93,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. f4
Najdorf Variation: Browne Variation,2,Sicilian Defense,Browne Variation,B98,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Be7 8. Qf3 h6 9. Bh4 Qc7
Najdorf Variation: Dekker Gambit,2,Sicilian Defense,Dekker Gambit,B90,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. g4
Najdorf Variation: English Attack,2,Sicilian Defense,English Attack,B90,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be3
Najdorf Variation: English Attack: Anti-English,3,Sicilian Defense,Anti-English,B90,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be3 Ng4
Najdorf Variation: Freak Attack,2,Sicilian Defense,Freak Attack,B90,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Rg1
Najdorf Variation: Goteborg Variation,2,Sicilian Defense,Goteborg Variation,B98,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Be7 8. Qf3 h6 9. Bh4 g5
Najdorf Variation: Ivkov Variation,2,Sicilian Defense,Ivkov Variation,B94,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 Nbd7 7. Bc4 Qa5 8. Qd2 e6 9. O-O-O b5 10. Bb3 Bb7 11. Rhe1 Nc5 12. e5
Najdorf Variation: Lipnitsky Attack,2,Sicilian Defense,Lipnitsky Attack,B90,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bc4
Najdorf Variation: Main Line,2,Sicilian Defense,Main Line,B99,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Be7 8. Qf3 Qc7 9. O-O-O Nbd7
Najdorf Variation: Neo-Classical Defense,2,Sicilian Defense,Neo-Classical Defense,B96,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Nc6
Najdorf Variation: Opocensky Variation,2,Sicilian Defense,Opocensky Variation,B92,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be2
Najdorf Variation: Opocensky Variation: Modern Line,3,Sicilian Defense,Modern Line,B92,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be2 e5 7. Nb3 Be7 8. O-O Be6
Najdorf Variation: Opocensky Variation: Traditional Line,3,Sicilian Defense,Traditional Line,B92,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be2 e5 7. Nb3 Be7 8. O-O O-O
Najdorf Variation: Poisoned Pawn Accepted,2,Sicilian Defense,Poisoned Pawn Accepted,B97,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Qb6 8. Qd2 Qxb2 9. Rb1 Qa3
Najdorf Variation: Poisoned Pawn Variation,2,Sicilian Defense,Poisoned Pawn Variation,B97,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Qb6
Najdorf Variation: Polugaevsky Variation,2,Sicilian Defense,Polugaevsky Variation,B96,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 b5
Najdorf Variation: Polugaevsky Variation: Simagin Line,3,Sicilian Defense,Simagin Line,B96,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 b5 8. e5 dxe5 9. fxe5 Qc7 10. Qe2
Najdorf Variation: Scheveningen Variation,2,Sicilian Defense,Scheveningen Variation,B84,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be2 e6 7. O-O Nbd7
Najdorf Variation: Traditional Line,2,Sicilian Defense,Traditional Line,B98,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Be7 8. Qf3 Qc7
Najdorf Variation: Zagreb Variation,2,Sicilian Defense,Zagreb Variation,B91,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. g3
Nimzo-American Variation,1,Sicilian Defense,Nimzo-American Variation,B32,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 d5
Nimzowitsch Variation,1,Sicilian Defense,Nimzowitsch Variation,B29,1. e4 c5 2. Nf3 Nf6
Nimzowitsch Variation: Advance Variation,2,Sicilian Defense,Advance Variation,B29,1. e4 c5 2. Nf3 Nf6 3. e5
Nimzowitsch Variation: Closed Variation,2,Sicilian Defense,Closed Variation,B29,1. e4 c5 2. Nf3 Nf6 3. Nc3
Nimzowitsch Variation: Exchange Variation,2,Sicilian Defense,Exchange Variation,B29,1. e4 c5 2. Nf3 Nf6 3. e5 Nd5 4. Nc3 Nxc3
Nimzowitsch Variation: Main Line,2,Sicilian Defense,Main Line,B29,1. e4 c5 2. Nf3 Nf6 3. e5 Nd5 4. Nc3 e6 5. Nxd5 exd5 6. d4 Nc6
Nyezhmetdinov-Rossolimo Attack,1,Sicilian Defense,Nyezhmetdinov-Rossolimo Attack,B30|B31,1. e4 c5 2. Nf3 Nc6 3. Bb5
Nyezhmetdinov-Rossolimo Attack: Brooklyn Retreat Defense,2,Sicilian Defense,Brooklyn Retreat Defense,B30,1. e4 c5 2. Nf3 Nc6 3. Bb5 Nb8
Nyezhmetdinov-Rossolimo Attack: Fianchetto Variation,2,Sicilian Defense,Fianchetto Variation,B31,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6
Nyezhmetdinov-Rossolimo Attack: Fianchetto Variation: Gufeld Gambit,3,Sicilian Defense,Gufeld Gambit,B31,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 e5 6. d4
Nyezhmetdinov-Rossolimo Attack: Fianchetto Variation: Lutikov Gambit,3,Sicilian Defense,Lutikov Gambit,B31,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. d4
Nyezhmetdinov-Rossolimo Attack: Fianchetto Variation: Totsky Attack,3,Sicilian Defense,Totsky Attack,B31,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. Qa4
Nyezhmetdinov-Rossolimo Attack: Gurgenidze Variation,2,Sicilian Defense,Gurgenidze Variation,B31,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. Re1 e5 6. b4
Nyezhmetdinov-Rossolimo Attack: San Francisco Gambit,2,Sicilian Defense,San Francisco Gambit,B30,1. e4 c5 2. Nf3 Nc6 3. Bb5 Na5 4. b4
O'Kelly Variation,1,Sicilian Defense,O'Kelly Variation,B28|B32,1. e4 c5 2. Nf3 a6
O'Kelly Variation: Aronin System,2,Sicilian Defense,Aronin System,B28,1. e4 c5 2. Nf3 a6 3. Be2
O'Kelly Variation: Kieseritzky System,2,Sicilian Defense,Kieseritzky System,B28,1. e4 c5 2. Nf3 a6 3. b3
O'Kelly Variation: Maróczy Bind,2,Sicilian Defense,Maróczy Bind,B28|B32,1. e4 c5 2. Nf3 a6 3. c4
O'Kelly Variation: Maróczy Bind: Geller Line,3,Sicilian Defense,Geller Line,B32,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 a6 5. c4 e5
O'Kelly Variation: Maróczy Bind: Paulsen Line,3,Sicilian Defense,Paulsen Line,B28,1. e4 c5 2. Nf3 a6 3. c4 e6
O'Kelly Variation: Maróczy Bind: Robatsch Line,3,Sicilian Defense,Robatsch Line,B28,1. e4 c5 2. Nf3 a6 3. c4 d6
O'Kelly Variation: Normal System,2,Sicilian Defense,Normal System,B28,1. e4 c5 2. Nf3 a6 3. d4
O'Kelly Variation: Normal System: Cortlever Gambit,3,Sicilian Defense,Cortlever Gambit,B28,1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Bc4
O'Kelly Variation: Normal System: Smith-Morra Line,3,Sicilian Defense,Smith-Morra Line,B28,1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. c3
O'Kelly Variation: Normal System: Taimanov Line,3,Sicilian Defense,Taimanov Line,B28,1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Nxd4 e5
O'Kelly Variation: Normal System: Zagorovsky Line,3,Sicilian Defense,Zagorovsky Line,B28,1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Qxd4
O'Kelly Variation: Quiet System,2,Sicilian Defense,Quiet System,B28,1. e4 c5 2. Nf3 a6 3. d3
O'Kelly Variation: Réti System,2,Sicilian Defense,Réti System,B28,1. e4 c5 2. Nf3 a6 3. g3
O'Kelly Variation: Venice System,2,Sicilian Defense,Venice System,B28,1. e4 c5 2. Nf3 a6 3. c3
O'Kelly Variation: Venice System: Barcza Line,3,Sicilian Defense,Barcza Line,B28,1. e4 c5 2. Nf3 a6 3. c3 Nf6
O'Kelly Variation: Venice System: Gambit Line,3,Sicilian Defense,Gambit Line,B28,1. e4 c5 2. Nf3 a6 3. c3 d5 4. exd5 Nf6
O'Kelly Variation: Venice System: Ljubojevic Line,3,Sicilian Defense,Ljubojevic Line,B28,1. e4 c5 2. Nf3 a6 3. c3 b5
O'Kelly Variation: Venice System: Steiner Line,3,Sicilian Defense,Steiner Line,B28,1. e4 c5 2. Nf3 a6 3. c3 d6
O'Kelly Variation: Wing Gambit,2,Sicilian Defense,Wing Gambit,B28,1. e4 c5 2. Nf3 a6 3. b4
O'Kelly Variation: Yerevan System,2,Sicilian Defense,Yerevan System,B28,1. e4 c5 2. Nf3 a6 3. Nc3
Old Sicilian,1,Sicilian Defense,Old Sicilian,B30,1. e4 c5 2. Nf3 Nc6
Open,1,Sicilian Defense,Open,B32|B33,1. e4 c5 2. Nf3 Nc6 3. d4
Paulsen-Basman Defense,1,Sicilian Defense,Paulsen-Basman Defense,B40,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Bc5
Pin Variation,1,Sicilian Defense,Pin Variation,B40,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4
Pin Variation: Jaffe Variation,2,Sicilian Defense,Jaffe Variation,B40,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. Bd3 e5
Pin Variation: Koch Variation,2,Sicilian Defense,Koch Variation,B40,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. e5
Polish Gambit,1,Sicilian Defense,Polish Gambit,B27,1. e4 c5 2. Nf3 b5
Portsmouth Gambit,1,Sicilian Defense,Portsmouth Gambit,B30,1. e4 c5 2. Nf3 Nc6 3. b4
Prins Variation,1,Sicilian Defense,Prins Variation,B54|B55,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. f3
Prins Variation: Venice Attack,2,Sicilian Defense,Venice Attack,B55,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. f3 e5 6. Bb5+
Quinteros Variation,1,Sicilian Defense,Quinteros Variation,B27,1. e4 c5 2. Nf3 Qc7
Richter-Rauzer Variation,1,Sicilian Defense,Richter-Rauzer Variation,B60|B61|B62|B63|B64|B65|B66|B67|B68|B69,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5
Richter-Rauzer Variation: Classical Variation,2,Sicilian Defense,Classical Variation,B63|B64|B65,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 Be7
Richter-Rauzer Variation: Classical Variation: Kantscher Line,3,Sicilian Defense,Kantscher Line,B63,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 Be7 8. O-O-O Nxd4 9. Qxd4 a6 10. f4 b5
Richter-Rauzer Variation: Dragon Variation,2,Sicilian Defense,Dragon Variation,B60,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 g6
Richter-Rauzer Variation: Exchange Variation,2,Sicilian Defense,Exchange Variation,B62,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Nxc6
Richter-Rauzer Variation: Ivanov Variation,2,Sicilian Defense,Ivanov Variation,B63,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 Qb6
Richter-Rauzer Variation: Modern Variation,2,Sicilian Defense,Modern Variation,B60|B61,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 Bd7
Richter-Rauzer Variation: Neo-Modern Variation,2,Sicilian Defense,Neo-Modern Variation,B66|B67|B68|B69,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 a6
Richter-Rauzer Variation: Neo-Modern Variation: Early Deviations,3,Sicilian Defense,Early Deviations,B66,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 a6
Richter-Rauzer Variation: Neo-Modern Variation: Nyezhmetdinov Attack,3,Sicilian Defense,Nyezhmetdinov Attack,B69,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 e6 7. Qd2 a6 8. O-O-O Bd7 9. f4 Be7 10. Nf3 b5 11. Bxf6
