full_name,level,family,label,eco_codes,canonical_pgn
Lisitsyn Variation,1,Bishop's Opening,Lisitsyn Variation,C23,1. e4 e5 2. Bc4 c6 3. d4 d5 4. exd5 cxd5 5. Bb5+ Bd7 6. Bxd7+ Nxd7 7. dxe5 Nxe5 8. Ne2
Lopez Gambit,1,Bishop's Opening,Lopez Gambit,C23,1. e4 e5 2. Bc4 Bc5 3. Qe2 Nc6 4. c3 Nf6 5. f4
Lopez Variation,1,Bishop's Opening,Lopez Variation,C23,1. e4 e5 2. Bc4 Bc5 3. Qe2
Lopez Variation: Lopez Gambit,2,Bishop's Opening,Lopez Gambit,C23,1. e4 e5 2. Bc4 Bc5 3. Qe2 Nf6 4. f4
McDonnell Gambit,1,Bishop's Opening,McDonnell Gambit,C23,1. e4 e5 2. Bc4 Bc5 3. b4
McDonnell Gambit: La Bourdonnais-Denker Gambit,2,Bishop's Opening,La Bourdonnais-Denker Gambit,C23,1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. c3
McDonnell Gambit: McDonnell Double Gambit,2,Bishop's Opening,McDonnell Double Gambit,C23,1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4
Pachman Gambit,1,Bishop's Opening,Pachman Gambit,C24,1. e4 e5 2. Bc4 Nf6 3. Ne2 Nxe4 4. Nec3
Philidor Counterattack,1,Bishop's Opening,Philidor Counterattack,C23,1. e4 e5 2. Bc4 c6
Philidor Variation,1,Bishop's Opening,Philidor Variation,C23,1. e4 e5 2. Bc4 Bc5 3. c3
Ponziani Gambit,1,Bishop's Opening,Ponziani Gambit,C24,1. e4 e5 2. Bc4 Nf6 3. d4
Pratt Variation,1,Bishop's Opening,Pratt Variation,C23,1. e4 e5 2. Bc4 Bc5 3. c3 Nf6 4. d4 exd4 5. e5 d5 6. exf6 dxc4 7. Qh5 O-O
Stein Gambit,1,Bishop's Opening,Stein Gambit,C23,1. e4 e5 2. Bc4 Bc5 3. f4
Thorold Gambit,1,Bishop's Opening,Thorold Gambit,C23,1. e4 e5 2. Bc4 b5 3. Bxb5 f5
Urusov Gambit,1,Bishop's Opening,Urusov Gambit,C24|C43,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3
Urusov Gambit: Keidansky Gambit,2,Bishop's Opening,Keidansky Gambit,C43,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3 Nxe4 5. Qxd4
Urusov Gambit: Panov Variation,2,Bishop's Opening,Panov Variation,C24,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3 d5 5. exd5 Bb4+ 6. c3 Qe7+
Vienna Hybrid,1,Bishop's Opening,Vienna Hybrid,C24|C26|C28,1. e4 e5 2. Bc4 Nf6 3. d3 Nc6 4. Nc3
Vienna Hybrid: Hromádka Variation,2,Bishop's Opening,Hromádka Variation,C28,1. e4 e5 2. Nc3 Nc6 3. Bc4 Nf6 4. d3 Bb4 5. Ne2
Vienna Hybrid: Spielmann Attack,2,Bishop's Opening,Spielmann Attack,C26,1. e4 e5 2. Nc3 Nf6 3. Bc4 Bc5 4. d3
Warsaw Gambit,1,Bishop's Opening,Warsaw Gambit,C24,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. c3
del Rio Variation,1,Bishop's Opening,del Rio Variation,C23,1. e4 e5 2. Bc4 Bc5 3. c3 Qg5
Blackmar-Diemer Gambit,0,Blackmar-Diemer Gambit,Blackmar-Diemer Gambit,D00,1. d4 d5 2. e4
Blackmar Gambit,1,Blackmar-Diemer Gambit,Blackmar Gambit,D00,1. d4 d5 2. e4 dxe4 3. f3
Diemer-Rosenberg Attack,1,Blackmar-Diemer Gambit,Diemer-Rosenberg Attack,D00,1. d4 d5 2. e4 dxe4 3. Be3
Fritz Attack,1,Blackmar-Diemer Gambit,Fritz Attack,D00,1. d4 d5 2. e4 dxe4 3. Bc4
Lemberger Countergambit,1,Blackmar-Diemer Gambit,Lemberger Countergambit,D00,1. d4 d5 2. e4 dxe4 3. Nc3 e5
Lemberger Countergambit: Endgame Variation,2,Blackmar-Diemer Gambit,Endgame Variation,D00,1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. dxe5
Lemberger Countergambit: Lange Gambit,2,Blackmar-Diemer Gambit,Lange Gambit,D00,1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Nxe4
Lemberger Countergambit: Rasmussen Attack,2,Blackmar-Diemer Gambit,Rasmussen Attack,D00,1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Nge2
Lemberger Countergambit: Sneiders Attack,2,Blackmar-Diemer Gambit,Sneiders Attack,D00,1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Qh5
Lemberger Countergambit: Soller Attack,2,Blackmar-Diemer Gambit,Soller Attack,D00,1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Be3
Netherlands Variation,1,Blackmar-Diemer Gambit,Netherlands Variation,D00,1. d4 d5 2. e4 dxe4 3. Nc3 f5
Rasa-Studier Gambit,1,Blackmar-Diemer Gambit,Rasa-Studier Gambit,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Be3
Reversed Albin Countergambit,1,Blackmar-Diemer Gambit,Reversed Albin Countergambit,D00,1. d4 d5 2. e4 dxe4 3. Nc3 c5
Zeller Defense,1,Blackmar-Diemer Gambit,Zeller Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Bf5
Zeller Defense: Soller Attack,2,Blackmar-Diemer Gambit,Soller Attack,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Bf5 4. f3 Nf6 5. Bc4
von Popiel Gambit,1,Blackmar-Diemer Gambit,von Popiel Gambit,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Bg5
von Popiel Gambit: Zilbermints Variation,2,Blackmar-Diemer Gambit,Zilbermints Variation,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Bg5 Bf5 5. Bxf6 exf6 6. g4 Bg6 7. Qe2 Bb4 8. Qb5+
Blackmar-Diemer Gambit Accepted,0,Blackmar-Diemer Gambit Accepted,Blackmar-Diemer Gambit Accepted,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3
Bogoljubow Defense,1,Blackmar-Diemer Gambit Accepted,Bogoljubow Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6
Bogoljubow Defense: Kloss Attack,2,Blackmar-Diemer Gambit Accepted,Kloss Attack,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. O-O O-O 8. Kh1
Bogoljubow Defense: Mad Dog Attack,2,Blackmar-Diemer Gambit Accepted,Mad Dog Attack,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. h4
Bogoljubow Defense: Nimzowitsch Attack,2,Blackmar-Diemer Gambit Accepted,Nimzowitsch Attack,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. Ne5
Bogoljubow Defense: Studier Attack,2,Blackmar-Diemer Gambit Accepted,Studier Attack,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. O-O O-O 8. Qe1
Euwe Defense,1,Blackmar-Diemer Gambit Accepted,Euwe Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 e6
Euwe Defense: Zilbermints Gambit,2,Blackmar-Diemer Gambit Accepted,Zilbermints Gambit,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 e6 6. Bg5 Be7 7. Bd3 Nc6 8. O-O Nxd4 9. Kh1
Gunderam Defense,1,Blackmar-Diemer Gambit Accepted,Gunderam Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bf5
Gunderam Defense: Stader Variation,2,Blackmar-Diemer Gambit Accepted,Stader Variation,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bf5 6. Ne5 e6 7. g4 Be4
Holwell Defense,1,Blackmar-Diemer Gambit Accepted,Holwell Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Qd6
Kaulich Defense,1,Blackmar-Diemer Gambit Accepted,Kaulich Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 c5
Pietrowsky Defense,1,Blackmar-Diemer Gambit Accepted,Pietrowsky Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Nc6
Ritter Defense,1,Blackmar-Diemer Gambit Accepted,Ritter Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 b6
Ryder Gambit,1,Blackmar-Diemer Gambit Accepted,Ryder Gambit,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3
Schlutter Defense,1,Blackmar-Diemer Gambit Accepted,Schlutter Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Nbd7
Teichmann Defense,1,Blackmar-Diemer Gambit Accepted,Teichmann Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4
Teichmann Defense: Ciesielski Variation,2,Blackmar-Diemer Gambit Accepted,Ciesielski Variation,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 c6 8. Qf2
Teichmann Defense: Classical Variation,2,Blackmar-Diemer Gambit Accepted,Classical Variation,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 c6 8. Be3
Teichmann Defense: Seidel-Hall Attack,2,Blackmar-Diemer Gambit Accepted,Seidel-Hall Attack,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4 6. h3 Bxf3 7. Qxf3 c6 8. g4
Ziegler Defense,1,Blackmar-Diemer Gambit Accepted,Ziegler Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 c6
Blackmar-Diemer Gambit Declined,0,Blackmar-Diemer Gambit Declined,Blackmar-Diemer Gambit Declined,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 c5
Brombacher Countergambit,1,Blackmar-Diemer Gambit Declined,Brombacher Countergambit,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 c5
Elbert Countergambit,1,Blackmar-Diemer Gambit Declined,Elbert Countergambit,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 e5
Gedult Defense,1,Blackmar-Diemer Gambit Declined,Gedult Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 a6
Lamb Defense,1,Blackmar-Diemer Gambit Declined,Lamb Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 Nc6
Langeheinicke Defense,1,Blackmar-Diemer Gambit Declined,Langeheinicke Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 e3
O'Kelly Defense,1,Blackmar-Diemer Gambit Declined,O'Kelly Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 c6
Vienna Defense,1,Blackmar-Diemer Gambit Declined,Vienna Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 Bf5
Weinsbach Defense,1,Blackmar-Diemer Gambit Declined,Weinsbach Defense,D00,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 e6
Blumenfeld Countergambit,0,Blumenfeld Countergambit,Blumenfeld Countergambit,E10,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5
Duz-Khotimirsky Variation,1,Blumenfeld Countergambit,Duz-Khotimirsky Variation,E10,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5 5. Bg5
Spielmann Variation,1,Blumenfeld Countergambit,Spielmann Variation,E10,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5 5. Bg5 exd5 6. cxd5 h6
Blumenfeld Countergambit Accepted,0,Blumenfeld Countergambit Accepted,Blumenfeld Countergambit Accepted,E10,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5 5. dxe6 fxe6 6. cxb5 d5
Bogo-Indian Defense,0,Bogo-Indian Defense,Bogo-Indian Defense,E11,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+
Exchange Variation,1,Bogo-Indian Defense,Exchange Variation,E11,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Bxd2+
Grünfeld Variation,1,Bogo-Indian Defense,Grünfeld Variation,E11,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Nbd2
Haiti Variation,1,Bogo-Indian Defense,Haiti Variation,E11,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Nc6
Monticelli Trap,1,Bogo-Indian Defense,Monticelli Trap,E11,1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Bb4+ 6. Bd2 Bxd2+ 7. Qxd2 O-O 8. Nc3 Ne4 9. Qc2 Nxc3 10. Ng5
New England Variation,1,Bogo-Indian Defense,New England Variation,E11,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Nfd2
Nimzowitsch Variation,1,Bogo-Indian Defense,Nimzowitsch Variation,E11,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Qe7
Retreat Variation,1,Bogo-Indian Defense,Retreat Variation,E11,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Be7
Vitolins Variation,1,Bogo-Indian Defense,Vitolins Variation,E11,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 c5
Wade-Smyslov Variation,1,Bogo-Indian Defense,Wade-Smyslov Variation,E11,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 a5
Bongcloud Attack,0,Bongcloud Attack,Bongcloud Attack,C20,1. e4 e5 2. Ke2
Borg Defense,0,Borg Defense,Borg Defense,A40|B00,1. e4 g5
Borg Gambit,1,Borg Defense,Borg Gambit,A40|B00,1. d4 g5
Troon Gambit,1,Borg Defense,Troon Gambit,B00,1. e4 g5 2. d4 h6 3. h4 g4
Zilbermints Gambit,1,Borg Defense,Zilbermints Gambit,B00,1. e4 g5 2. d4 e5
Canard Opening,0,Canard Opening,Canard Opening,A45,1. d4 Nf6 2. f4
Caro-Kann Defense,0,Caro-Kann Defense,Caro-Kann Defense,B10|B11|B12|B13|B14|B15|B16|B17|B18|B19,1. e4 c6
Accelerated Panov Attack,1,Caro-Kann Defense,Accelerated Panov Attack,B10,1. e4 c6 2. c4
Accelerated Panov Attack: Modern Variation,2,Caro-Kann Defense,Modern Variation,B10,1. e4 c6 2. c4 d5 3. exd5 cxd5 4. cxd5 Nf6
Accelerated Panov Attack: Open Variation,2,Caro-Kann Defense,Open Variation,B10,1. e4 c6 2. c4 e5
Accelerated Panov Attack: Pseudo-Scandinavian,2,Caro-Kann Defense,Pseudo-Scandinavian,B10,1. e4 c6 2. c4 d5 3. exd5 Qxd5
Accelerated Panov Attack: Van Weersel Attack,2,Caro-Kann Defense,Van Weersel Attack,B10,1. e4 c6 2. c4 d5 3. cxd5 cxd5 4. Qb3
Advance,1,Caro-Kann Defense,Advance,B12,1. e4 c6 2. d4 d5 3. e5 Bf5 4. c3 e6 5. Be2
Advance: Short Variation,2,Caro-Kann Defense,Short Variation,B12,1. e4 c6 2. d4 d5 3. e5 Bf5 4. c3 e6 5. Be2
Advance Variation,1,Caro-Kann Defense,Advance Variation,B12,1. e4 c6 2. d4 d5 3. e5
Advance Variation: Bayonet Attack,2,Caro-Kann Defense,Bayonet Attack,B12,1. e4 c6 2. d4 d5 3. e5 Bf5 4. g4
Advance Variation: Botvinnik-Carls Defense,2,Caro-Kann Defense,Botvinnik-Carls Defense,B12,1. e4 c6 2. d4 d5 3. e5 c5
Advance Variation: Bronstein Variation,2,Caro-Kann Defense,Bronstein Variation,B12,1. e4 c6 2. d4 d5 3. e5 Bf5 4. Ne2
Advance Variation: Prins Attack,2,Caro-Kann Defense,Prins Attack,B12,1. e4 c6 2. d4 d5 3. e5 Bf5 4. b4
Advance Variation: Short Variation,2,Caro-Kann Defense,Short Variation,B12,1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nf3
Advance Variation: Tal Variation,2,Caro-Kann Defense,Tal Variation,B12,1. e4 c6 2. d4 d5 3. e5 Bf5 4. h4
Advance Variation: Van der Wiel Attack,2,Caro-Kann Defense,Van der Wiel Attack,B12,1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3
Advance Variation: Van der Wiel Attack: Dreyev Defense,3,Caro-Kann Defense,Dreyev Defense,B12,1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3 Qb6
Alekhine Gambit,1,Caro-Kann Defense,Alekhine Gambit,B15,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Bd3
Alien Gambit,1,Caro-Kann Defense,Alien Gambit,B15,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Ng5 h6 6. Nxf7
Apocalypse Attack,1,Caro-Kann Defense,Apocalypse Attack,B10,1. e4 c6 2. Nf3 d5 3. exd5 cxd5 4. Ne5
Breyer Variation,1,Caro-Kann Defense,Breyer Variation,B10,1. e4 c6 2. d3
Breyer Variation: Stein Attack,2,Caro-Kann Defense,Stein Attack,B10,1. e4 c6 2. d3 d5 3. Nd2 g6 4. Ngf3 Bg7 5. g3 e5 6. Bg2 Ne7 7. O-O O-O 8. b4
Bronstein-Larsen Variation,1,Caro-Kann Defense,Bronstein-Larsen Variation,B16,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ gxf6
Campomanes Attack,1,Caro-Kann Defense,Campomanes Attack,B15,1. e4 c6 2. d4 d5 3. Nc3 Nf6
Classical Variation,1,Caro-Kann Defense,Classical Variation,B18|B19,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5
Classical Variation: Flohr Variation,2,Caro-Kann Defense,Flohr Variation,B18,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. Nh3
Classical Variation: Lobron System,2,Caro-Kann Defense,Lobron System,B19,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. h5 Bh7 9. Bd3 Bxd3 10. Qxd3 e6 11. Bd2 Ngf6 12. O-O-O Be7
Classical Variation: Main Line,2,Caro-Kann Defense,Main Line,B18,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4
Classical Variation: Maróczy Attack,2,Caro-Kann Defense,Maróczy Attack,B18,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. f4
Classical Variation: Seirawan Variation,2,Caro-Kann Defense,Seirawan Variation,B19,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. h5 Bh7 9. Bd3 Bxd3 10. Qxd3 Ngf6 11. Bd2 e6 12. O-O-O Bd6
Classical Variation: Spassky Variation,2,Caro-Kann Defense,Spassky Variation,B19,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. h5
De Bruycker Defense,1,Caro-Kann Defense,De Bruycker Defense,B12,1. e4 c6 2. d4 Na6
Edinburgh Variation,1,Caro-Kann Defense,Edinburgh Variation,B12,1. e4 c6 2. d4 d5 3. Nd2 Qb6
Endgame Offer,1,Caro-Kann Defense,Endgame Offer,B10,1. e4 c6 2. Nf3 d5 3. d3
Endgame Variation,1,Caro-Kann Defense,Endgame Variation,B10,1. e4 c6 2. Nf3 d5 3. d3 dxe4 4. dxe4 Qxd1+ 5. Kxd1
Euwe Attack,1,Caro-Kann Defense,Euwe Attack,B10,1. e4 c6 2. b3
Exchange Variation,1,Caro-Kann Defense,Exchange Variation,B13,1. e4 c6 2. d4 d5 3. exd5
Exchange Variation: Bulla Attack,2,Caro-Kann Defense,Bulla Attack,B13,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. g4
Exchange Variation: Rubinstein Variation,2,Caro-Kann Defense,Rubinstein Variation,B13,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Bd3 Nc6 5. c3 Nf6 6. Bf4
Finnish Variation,1,Caro-Kann Defense,Finnish Variation,B16,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 h6
Forgacs Variation,1,Caro-Kann Defense,Forgacs Variation,B15,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6 6. Bc4
Goldman Variation,1,Caro-Kann Defense,Goldman Variation,B10,1. e4 c6 2. Nc3 d5 3. Qf3
Gurgenidze Counterattack,1,Caro-Kann Defense,Gurgenidze Counterattack,B15,1. e4 c6 2. d4 d5 3. Nc3 b5
Gurgenidze System,1,Caro-Kann Defense,Gurgenidze System,B15,1. e4 c6 2. d4 d5 3. Nc3 g6
Hector Gambit,1,Caro-Kann Defense,Hector Gambit,B10,1. e4 c6 2. Nc3 d5 3. Nf3 dxe4 4. Ng5
Hillbilly Attack,1,Caro-Kann Defense,Hillbilly Attack,B10,1. e4 c6 2. Bc4
Hillbilly Attack: Schaeffer Gambit,2,Caro-Kann Defense,Schaeffer Gambit,B10,1. e4 c6 2. Bc4 d5 3. Bb3 dxe4 4. Qh5
Karpov Variation,1,Caro-Kann Defense,Karpov Variation,B17,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7
Karpov Variation: Modern Main Line,2,Caro-Kann Defense,Modern Main Line,B17,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Ng5 Ngf6 6. Bd3 e6 7. N1f3 Bd6 8. Qe2 h6 9. Ne4 Nxe4 10. Qxe4
Karpov Variation: Modern Variation,2,Caro-Kann Defense,Modern Variation,B17,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Ng5
Karpov Variation: Modern Variation: Ivanchuk Defense,3,Caro-Kann Defense,Ivanchuk Defense,B17,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Ng5 Ndf6
Karpov Variation: Modern Variation: Kasparov Attack,3,Caro-Kann Defense,Kasparov Attack,B17,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Ng3
Karpov Variation: Smyslov Variation,2,Caro-Kann Defense,Smyslov Variation,B17,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Ng5 e6 7. Qe2 Nb6
Karpov Variation: Smyslov Variation: Main Line,3,Caro-Kann Defense,Main Line,B17,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Ng5 e6 7. Qe2 Nb6 8. Bb3
Karpov Variation: Tiviakov-Fischer Attack,2,Caro-Kann Defense,Tiviakov-Fischer Attack,B17,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Nxf6+ Nxf6
Labahn Attack,1,Caro-Kann Defense,Labahn Attack,B10,1. e4 c6 2. b4
Labahn Attack: Double Gambit,2,Caro-Kann Defense,Double Gambit,B10,1. e4 c6 2. b4 d5 3. b5
Labahn Attack: Polish Variation,2,Caro-Kann Defense,Polish Variation,B10,1. e4 c6 2. b4 e5 3. Bb2
Main Line,1,Caro-Kann Defense,Main Line,B15,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4
Martian Gambit,1,Caro-Kann Defense,Martian Gambit,B18,1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng5 Bg6 6. N1f3 h6 7. Ne6
Maróczy Variation,1,Caro-Kann Defense,Maróczy Variation,B12,1. e4 c6 2. d4 d5 3. f3
Maróczy Variation: Maróczy Gambit,2,Caro-Kann Defense,Maróczy Gambit,B12,1. e4 c6 2. d4 d5 3. f3 dxe4 4. fxe4 e5 5. Nf3 exd4 6. Bc4
Masi Variation,1,Caro-Kann Defense,Masi Variation,B12,1. e4 c6 2. d4 Nf6
Massachusetts Defense,1,Caro-Kann Defense,Massachusetts Defense,B12,1. e4 c6 2. d4 f5
Mieses Attack,1,Caro-Kann Defense,Mieses Attack,B12,1. e4 c6 2. d4 d5 3. Bd3 Nf6 4. e5 Nfd7 5. e6
Mieses Attack: Landau Gambit,2,Caro-Kann Defense,Landau Gambit,B12,1. e4 c6 2. d4 d5 3. Bd3 Nf6 4. e5 Nfd7 5. e6
Mieses Gambit,1,Caro-Kann Defense,Mieses Gambit,B12,1. e4 c6 2. d4 d5 3. Be3
Modern Variation,1,Caro-Kann Defense,Modern Variation,B12,1. e4 c6 2. d4 d5 3. Nd2
Panov Attack,1,Caro-Kann Defense,Panov Attack,B13|B14,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4
Panov Attack: Fianchetto Defense,2,Caro-Kann Defense,Fianchetto Defense,B14,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 g6
Panov Attack: Fianchetto Defense: Fianchetto Gambit,3,Caro-Kann Defense,Fianchetto Gambit,B14,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 g6 6. cxd5 Bg7
Panov Attack: Gunderam Attack,2,Caro-Kann Defense,Gunderam Attack,B13,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. c5
Panov Attack: Main Line,2,Caro-Kann Defense,Main Line,B14,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4
Panov Attack: Modern Defense,2,Caro-Kann Defense,Modern Defense,B13,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6
Panov Attack: Modern Defense: Carlsbad Line,3,Caro-Kann Defense,Carlsbad Line,B13,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 e6
Panov Attack: Modern Defense: Czerniak Line,3,Caro-Kann Defense,Czerniak Line,B13,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 Qa5
Panov Attack: Modern Defense: Mieses Line,3,Caro-Kann Defense,Mieses Line,B13,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Nf3 Bg4
Panov Attack: Modern Defense: Reifir-Spielmann Line,3,Caro-Kann Defense,Reifir-Spielmann Line,B13,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 Qb6
